ID	Source	Change	Target
Maya0036	Jach k'a'abéet a bin tu k'íiwikil koonol	PERSON:3_PL	Jach k'a'abéet u bino'ob tu k'íiwikil koonol
Maya0037	Jach k'a'abéet a bin tu k'íiwikil koonol	PERSON:2_PL	Jach k'a'abéet a bine'ex tu k'íiwikil koonol
Maya0031	Ka'abeje' yaan in bin tu k'íiwikil koonol	PERSON:2_SI	Ka'abeje' yaan a bin koonol
Maya0032	Ka'abeje' yaan in bin tu k'íiwikil koonol	PERSON:3_PL	Ka'abeje' yaan u bino'ob koonol
Maya0033	Ka'abeje' yaan in bin tu k'íiwikil koonol	PERSON:2_PL	Ka'abeje' yaan a bine'ex koonol
Maya0687	Ma' k'aja'anto'on buka'aj k ja'abili'	TYPE:AFF, STATUS:CMP	Tek k'aja'anto'on buka'aj k ja'abili'
Maya0242	Ba'atelnajen te' tu kúuchil báaxalo'	PERSON:2_SI	Ba'atelnajech te' tu kúuchil báaxalo'
Maya0243	Ba'atelnajen te' tu kúuchil báaxalo'	PERSON:3_PL	Ba'atelnajo'ob te' tu kúuchil báaxalo'
Maya0244	Ba'atelnajen te' tu kúuchil báaxalo'	PERSON:2_PL	Ba'atelnaje'ex te' tu kúuchil báaxalo'
Maya0105	Táan wáaj a bin koonol merkaado	PERSON:3_PL	Táan wáaj u bino'ob koonol merkaado
Maya0106	Táan wáaj a bin koonol merkaado	PERSON:2_PL	Táan wáaj a bine'ex koonol merkaado
Maya0107	Táan wáaj a bin koonol merkaado	PERSON:1_PL	Táan wáaj k bin koonol merkaado
Maya0492	Ts'oka'an wáaj in beel	PERSON:2_SI	Ts'oka'an wáaj a beel
Maya0493	Ts'oka'an wáaj in beel	PERSON:3_SI	Ts'oka'an wáaj u beel
Maya0494	Ts'oka'an wáaj in beel	PERSON:1_PL	Ts'oka'an wáaj k beel
Maya0495	Ts'oka'an wáaj in beel	PERSON:3_PL	Ts'oka'an wáaj a beele'ex
Maya0496	Ts'oka'an wáaj in beel	PERSON:3_PL	Ts'oka'an wáaj u beelo'ob
Maya0182	J-jaanen merkaado	PERSON:1_PL	J-jaano'on merkaado
Maya0183	J-jaanen merkaado	PERSON:2_PL	J-jaane'ex merkaado
Maya0184	J-jaanen merkaado	PERSON:2_SI	J-jaanech merkaado
Maya0737	Kin jóok'ol wáaj koonol tu k'íiwikil koonol	ASPECT:TER, TENSE:PAS_SIM	Ts'o'ok wáaj in jóok'ol koonol tu k'íiwikil koonol
Maya0738	Kin jóok'ol wáaj koonol tu k'íiwikil koonol	ASPECT:COM, TENSE:FUT_SIM	Yaan wáaj in jóok'ol koonol tu k'íiwikil koonol
Maya0624	Ki'imak a wóol a bin ich kool	SUBTYPE:INT	Ki'imak a wóol wáaj a bin ich kool
Maya0203	Jbinen xook te' tu kúuchil báaxalo'	SUBTYPE:INT, PERSON:2_SI	Jbinech wáaj xook te' tu kúuchil báaxalo'
Maya0341	Yaan in jochik chak nal tin kool	PERSON:2_SI	Yaan a jochik chak nal ta kool
Maya0342	Yaan in jochik chak nal tin kool	PERSON:1_PL	Yaan ek jochik chak nal tek kool
Maya0343	Yaan in jochik chak nal tin kool	PERSON:2_PL	Yaan a jochike'ex chak nal ta koole'ex
Maya0344	Yaan in jochik chak nal tin kool	PERSON:3_PL	Yaan u jochiko'ob chak nal tu koolo'ob
Maya0612	Tin konaj in najil	SUBTYPE:INT	Tin wáaj konaj in najil
Maya0613	Tin konaj in najil	TYPE:NEG	Ma' tin konaj in najili'
Maya0001	Táan in bin koonol tu k'íiwikil koonol	PERSON:2_SI	Táan a bin koonol tu k'íiwikil koonol
Maya0002	Táan in bin koonol tu k'íiwikil koonol	PERSON:3_SI	Táan u bin koonol tu k'íiwikil koonol
Maya0003	Táan in bin koonol tu k'íiwikil koonol	PERSON:3_PL	Leti'obe' táan u bino'ob koonol tu k'íiwikil koonol
Maya0004	Táan in bin koonol tu k'íiwikil koonol	PERSON:3_PL	Leti'obe' táan u bino'ob koonol tu k'íiwikil koonol
Maya0005	Táan in bin koonol tu k'íiwikil koonol	PERSON:2_PL	Te'exe' táan a bine'ex koonol tu k'íiwikil koonol
Maya0006	Táan in bin koonol tu k'íiwikil koonol	PERSON:1_PL	Táan k bin koonol tu k'íiwikil koonol
Maya0644	Táan k xook tu naajil xook	SUBTYPE:INT	Táan wáaj k xook tu naajil xook
Maya0734	Yaan in manik ch'ujuko'ob tu k'íiwikil koonol	MARK:T	Yaan in jaantik ch'ujuko'ob tu k'íiwikil koonol
Maya0735	Yaan in manik ch'ujuko'ob tu k'íiwikil koonol	MARK:S	Yaan in bisik ch'ujuko'ob tu k'íiwikil koonol
Maya0736	Yaan in manik ch'ujuko'ob tu k'íiwikil koonol	MARK:T	Yaan in k'a'aytik ch'ujuko'ob tu k'íiwikil koonol
Maya0512	Tene' in jatsmajimbáaj	PERSON:2_SI	Teche' a jatsmajabáaj
Maya0513	Tene' in jatsmajimbáaj	PERSON:3_SI	Leti'e' u jatsmajubáaj
Maya0514	Tene' in jatsmajimbáaj	PERSON:1_PL	To'one' k jatsmajekbáaj
Maya0515	Tene' in jatsmajimbáaj	PERSON:2_PL	Te'exe' a jatsmajaba'ex
Maya0516	Tene' in jatsmajimbáaj	PERSON:3_PL	Leti'obe' u jatsmajuba'ob
Maya0327	Tene' kin bin páak ich kool	PERSON:2_SI	Teche' ka bin páak ich kool
Maya0328	Tene' kin bin páak ich kool	PERSON:3_SI	Leti'e' ku bin páak ich kool
Maya0329	Tene' kin bin páak ich kool	PERSON:1_PL	To'one kek bin páak ich kool
Maya0330	Tene' kin bin páak ich kool	PERSON:2_PL	Te'exe' ka bine'ex páak tu kool
Maya0294	Táan wáaj a bin ich kool	PERSON:2_SI	Táan wáaj u bin ich kool
Maya0295	Táan wáaj a bin ich kool	PERSON:3_PL	Táan wáaj u bino'ob ich kool
Maya0296	Táan wáaj a bin ich kool	PERSON:2_PL	Táan wáaj a bine'ex ich kool
Maya0297	Táan wáaj a bin ich kool	PERSON:1_PL	Táan wáaj ek bin ich kool
Maya0675	Yaan ti' teen 18 ja'abo'ob	TYPE:NEG, SUBTYPE:INT	Mina'an wáaj ti' teen 18 ja'abo'ob
Maya0676	Yaan ti' teen 18 ja'abo'ob	TYPE:NEG	Mina'anten 18 ja'abo'ob
Maya0038	Ma' jach k'a'abéet in bin tu k'íiwikil koonoli'	PERSON:3_SI	Ma' jach k'a'abéet u bin k'íiwikil koonoli'
Maya0039	Ma' jach k'a'abéet in bin tu k'íiwikil koonoli'	PERSON:3_PL	Ma' jach k'a'abéet u bino'ob tu k'íiwikil koonoli'
Maya0040	Ma' jach k'a'abéet in bin tu k'íiwikil koonoli'	PERSON:2_PL	Ma' jach k'a'abéet a bine'ex k'íiwikil koonoli'
Maya0375	Táan in boon tu naajil xook	PERSON:2_SI	Táan a boon tu naajil xook
Maya0376	Táan in boon tu naajil xook	PERSON:3_SI	Táan u boon tu naajil xook
Maya0377	Táan in boon tu naajil xook	PERSON:1_PL	Táan k boon tu naajil xook
Maya0378	Táan in boon tu naajil xook	PERSON:2_PL	Táan a boone'ex xook tu naajil xook
Maya0379	Táan in boon tu naajil xook	PERSON:3_PL	Táan u boono'ob tu naajil xook
Maya0095	Yaan wáaj in bin koonol merkaado	PERSON:2_SI	Yaan wáaj a bin koonol merkaado
Maya0096	Yaan wáaj in bin koonol merkaado	PERSON:3_SI	Yaan wáaj u bin koonol merkaado
Maya0097	Yaan wáaj in bin koonol merkaado	PERSON:3_PL	Yaan wáaj u bino'ob koonol merkaado
Maya0098	Yaan wáaj in bin koonol merkaado	PERSON:2_PL	Yaan wáaj a bine'ex koonol merkaado
Maya0099	Yaan wáaj in bin koonol merkaado	PERSON:1_PL	Yaan wáaj k bin koonol merkaado
Maya0169	Tene' áak'ab kin bin merkaado	PERSON:2_SI	Teche' áak'ab ka bin merkaado
Maya0170	Tene' áak'ab kin bin merkaado	PERSON:3_SI	Leti'e' áak'ab ku bin merkaado
Maya0171	Tene' áak'ab kin bin merkaado	PERSON:1_PL	To'one' áak'ab kek bin merkaado
Maya0172	Tene' áak'ab kin bin merkaado	PERSON:2_PL	Te'exe' áak'ab ka bine'ex merkaado
Maya0652	Tan k k'íilkab	TYPE:NEG	Ma' tan k k'íilkabi'
Maya0284	Yaan wáaj in bin ich kool	PERSON:2_SI	Yaan wáaj a bin ich kool
Maya0285	Yaan wáaj in bin ich kool	PERSON:3_SI	Yaan wáaj u bin ich kool
Maya0286	Yaan wáaj in bin ich kool	PERSON:3_PL	Yaan wáaj u bino'ob ich kool
Maya0287	Yaan wáaj in bin ich kool	PERSON:2_PL	Yaan wáaj a bine'ex ich kool
Maya0288	Yaan wáaj in bin ich kool	PERSON:1_PL	Yaan wáaj ek bin ich kool
Maya0564	Tene' kajakbalen weye'	PERSON:2_SI	Teche' kajakbalech weye'
Maya0565	Tene' kajakbalen weye'	PERSON:3_SI	Leti'e' kajakbal weye'
Maya0566	Tene' kajakbalen weye'	PERSON:1_PL	To'one' kajakbalo'on weye'
Maya0567	Tene' kajakbalen weye'	PERSON:2_PL	Te'exe' kajakbale'ex weye'
Maya0568	Tene' kajakbalen weye'	PERSON:3_PL	Leti'obe' kajakbalo'ob weye'
Maya0358	Tene' kin báaxal tu naajil xook	PERSON:2_SI	Teche' ka báaxal tu naajil xook
Maya0359	Tene' kin báaxal tu naajil xook	PERSON:3_SI	leti'e ku báaxal tu naajil xook
Maya0360	Tene' kin báaxal tu naajil xook	PERSON:1_PL	to'one' k báaxal tu naajil xook
Maya0361	Tene' kin báaxal tu naajil xook	PERSON:2_PL	te'exe' ka báaxale'ex tu naajil xook
Maya0345	Bajux ta bo'otaj ka ts'íibta'abech naajil xook	PERSON:3_PL	Bajux tu bo'oto'ob ka ts'íibta'abo'ob naajil xook
Maya0642	Táan a boon tu naajil xook	SUBTYPE:INT, PERSON:1_SI	Táan wáaj a boon tu naajil xook
Maya0385	Táan in báaxal tu naajil báaxal	PERSON:2_SI	Táan a báaxal tu naajil báaxal
Maya0386	Táan in báaxal tu naajil báaxal	PERSON:3_SI	Táan u báaxal tu naajil báaxal
Maya0387	Táan in báaxal tu naajil báaxal	PERSON:1_PL	Táan k báaxal tu naajil báaxal
Maya0388	Táan in báaxal tu naajil báaxal	PERSON:2_PL	Táan a báaxale'ex báaxal tu naajil báaxal
Maya0389	Táan in báaxal tu naajil báaxal	PERSON:3_PL	Táan u báaxalo'ob tu naajil báaxal
Maya0114	Tene' áak'ab kin bin tu k'íiwikil koonol	SUBTYPE:INT	Tene' áak'ab wáaj kin bin tu k'íiwikil koonol
Maya0115	Tene' áak'ab kin bin tu k'íiwikil koonol	TYPE:NEG, SUBTYPE:INT	Tene' ma' áak'ab wáaj kin bin tu k'íiwikil koonoli'
Maya0199	Yaan in k'aay te' paarkéeo'	SUBTYPE:INT	Yaan wáaj in k'aay te' paarkéeo'
Maya0069	Jbinen yéetel in éetailo'ob tu k'íiwikil koonol	PERSON:2_SI	Jbinech yéetel a éetailo'ob tu k'íiwikil koonol
Maya0070	Jbinen yéetel in éetailo'ob tu k'íiwikil koonol	PERSON:3_PL	Leti'obe' jbino'ob yéetel u éetailo'ob tu k'íiwikil koonol
Maya0071	Jbinen yéetel in éetailo'ob tu k'íiwikil koonol	PERSON:2_PL	Te'exe' jbine'ex yéetel a éetailo'ob tu k'íiwikil koonol
Maya0643	Táan u boon tu naajil xook	SUBTYPE:INT	Táan wáaj u boon tu naajil xook
Maya0659	Ta wile'ex u sáastal ta kaajale'ex	TYPE:NEG	Ma' ta wile'ex u sáastal ta kaajale'exi'
Maya0660	Ta wile'ex u sáastal ta kaajale'ex	SUBTYPE:INT	Ta wile'ex wáaj u sáastal ta kaajale'ex
Maya0681	Ta'aytak u chukiko'ob u ja'abil	TYPE:NEG, MODE:SUB, ADVTENSE:NA	Ma' u chuko'ob u ja'abili'
Maya0682	Ta'aytak u chukiko'ob u ja'abil	TYPE:NEG, SUBTYPE:INT, MODE:SUB, ADVTENSE:NA, MARK:NI	Ma' wáaj u chuko'ob u ja'abili'
Maya0468	Tene' ma' jbúuleni'	PERSON:2_SI	Teche' ma' jbúulechi'
Maya0469	Tene' ma' jbúuleni'	PERSON:3_SI	Leti'e' ma' jbúuli'
Maya0470	Tene' ma' jbúuleni'	PERSON:1_PL	To'one' ma' jbúulo'oni'
Maya0471	Tene' ma' jbúuleni'	PERSON:2_PL	Te'exe' ma' jbúule'exi'
Maya0121	Táan a bin koonol tu k'íiwikil koonol	TYPE:NEG	Ma' táan a bin koonol tu k'íiwikil koonoli'
Maya0122	Táan a bin koonol tu k'íiwikil koonol	SUBTYPE:INT	Táan wáaj a bin koonol tu k'íiwikil koonol
